title,price,description,link
E-commerce App for Both iOS & Android,$15-25 USD / hour,"I'm looking for an experienced app developer capable of creating an eCommerce application that will operate on both iOS and Android systems.

Key features and requirements:

- eCommerce Functionality: The chief purpose of the app is for e-commerce. As such, it should allow users to browse through different products, add them to a cart, and checkout securely. 

- Payment Integration: The app will primarily use credit/debit cards for transactions. Therefore, having experience in integrating payment gateways is critical.

Desired skills:

- Familiar with both iOS and Android platform.
- Past experience in eCommerce app development.
- Understanding of secure credit/debit card payment integration.",https://www.freelancer.co.id/projects/android/commerce-app-for-both-ios-38203244
Location Tracking App Development for Teams,$250-750 CAD,"We are a dynamic company specializing in market research, employing teams of secret shoppers to conduct store reviews across Ontario. To streamline our operations and enhance efficiency, we are seeking a skilled programmer to develop a custom app similar to Uber, tailored specifically for tracking our team leaders' vehicles as they navigate various locations to oversee our secret shopper teams.


FOR THOSE THAT ARE INTERESTED, review the following document about the in-person roles and update processes we currently have.  Then submit a proposal and a thorough action plan via e-mail (as stated in the document).  We will message successful candidates via Freelancer.

Project Overview:
The primary objective of this project is to create a robust and user-friendly app that allows us to monitor the real-time location and movement of our team leaders as they travel across Ontario. Similar to the functionality of Uber, the app should provide a centralized platform for team leaders to input their destination, receive navigation assistance, and allow our headquarters to track their progress. Additionally, the app should facilitate communication between team leaders and headquarters, enabling seamless coordination and updates.

Key Features:
- Real-time GPS tracking of team leader vehicles with live location updates.
- Integration with navigation services to provide optimized routes and directions.
- Two-way communication functionality between team leaders and headquarters.
- Secure login and authentication system with custom logins for authorized access.
- Customizable reporting features for tracking mileage, time spent at each location, and other relevant data.
- Multi-platform support for both iOS and Android devices.

Key Responsibilities:
- Collaborate closely with our team to understand the specific requirements and objectives of the app.
- Design and develop a user-friendly interface for both team leaders and headquarters staff.
- Implement robust GPS tracking functionality with accurate location updates.
- Integrate navigation services and communication features seamlessly into the app.
- Develop a secure login and authentication system with custom logins for each user.
- Conduct thorough testing to ensure reliability, security, and optimal performance.
- Provide ongoing support and maintenance as needed.

Skills and Qualifications:
- Proficiency in mobile app development, particularly for iOS and Android platforms.
- Strong experience with location-based services and GPS tracking technology.
- Familiarity with backend development frameworks for data storage and management.
- Excellent problem-solving skills and attention to detail.
- Effective communication skills and ability to work collaboratively in a team environment.

Timeline and Compensation:
We aim to have the app developed and deployed within a reasonable timeframe, and we are open to discussing a flexible schedule that accommodates both parties' needs. Compensation will be competitive and commensurate with experience.

FOR THOSE THAT ARE INTERESTED, review the following document about the in-person roles and update processes we currently have.  Then submit a proposal and a thorough action plan via e-mail.

We will assess your proposals and the most talented, optimum, and efficient programmer will be selected. Together, let's build an app that empowers our team leaders and improves the efficiency of our store review process across Ontario.  Goodluck!",https://www.freelancer.co.id/projects/mobile-app-development/location-tracking-app-development-for
Poparide Application Development,₹37500-75000 INR,"I'm looking for a skilled app developer to design and build a cross-platform mobile application for Poparide, a ride-sharing platform. 

Key Requirements:
- The application should be available on both iOS and Android platforms.

Ideal Skills:
- Experience in developing cross-platform applications.
- Proficiency with implementing real-time systems.
- Prior experience with ride-sharing applications would be a significant advantage.

Please provide examples of similar projects in your portfolio when responding.",https://www.freelancer.co.id/projects/mobile-app-development/poparide-application-development
AI & ML Predictive Modeling Project,₹600-1500 INR,"Subtheme Sentiment Analysis Task
Take the following example:
“One tyre went missing, so there was a delay to get the two tyres fitted. The way garage dealt
with it was fantastic.”
In this review there are numerous insights, insights we call “subtheme sentiments”. A Subtheme
sentiment is generally a sentiment towards an aspect or a problem.
If we look at the subtheme sentiments of the above review we will get a clearer sense what these
generally are.
incorrect tyres sent negative garage service positive wait time negative
The main difference between these subthemes is that Garage Service and Wait Time are aspects
of the service that can be positive or negative while
Incorrect Tyres Sent denotes a problem, something inherently negative.
Task
The task is to develop an approach that given a sample will identify the subthemes along with
their respective sentiments.
Task Evaluation
This task will be evaluation by the following metrics:
● Approach
● Result
● Code
What should be submitted
● All code and resources (if these are large a link is sufficient)
● A summary, explanation and motivation of approach, along with ideas of improvements
and possible problems with chosen approach.
Finally, Some Hints!
● Keep it simple but innovative and contemporary!

● A good motivation and explanation of your approach along with a good understanding of
its shortcomings and ideas of improvements is as important, if not more important than
the execution!
● Readable code and good documentation is appreciated!
● Keep an environment for easy set-up!",https://www.freelancer.co.id/projects/data-science/predictive-modeling-project
Cross-Platform Social Networking App Development,₹100-400 INR / hour,"I'm looking for an experienced full stack mobile application developer to create a social networking app that runs on both Android and iOS.

The primary goal of this app is to facilitate social networking, connecting users across both platforms. 

Key Expectations
- Develop a user-friendly, intuitive social networking app
- Ensure the app is seamless and functional on both Android and iOS
- Implement strong security and data protection measures
- Provide regular updates and maintenance

Your application should include examples of your past work. Experience in developing cross-platform social networking apps or similar projects would be a plus.

Ideal Skills:
- Proficiency in cross-platform mobile app development
- Strong understanding of social networking and, swiggy food delivery app dynamics
- Excellent problem-solving and debugging skills
- A creative approach to design and user experience
- Experience with AI, app security and data protection
- Strong communication skills for regular updates and feedback.",https://www.freelancer.co.id/projects/iphone-app-development/cross-platform-social-networking-app-38202986
Android App for Tangible Assets Management,₹600-1500 INR,"I need an experienced app developer, preferably one who has worked on assets management systems before. The platform for development will be Android.

Key features of the application include:
- Managing tangible assets: The primary function of the system will be to manage tangible assets, such as equipment. Your ability to develop such an app, with a simple and user-friendly interface, will be a huge plus.
- Status Updates: The application should allow status updates. These updates should cover things such as damage reports or service updates. This will require a keen eye for layout and design to ensure the updates are easily visible and understandable.

Ideal skills:
- Deep understanding of Android development
- Previous work in assets management applications
- A solid understanding of UI/UX principles
- Proficiency in developing systems for status updates. 

Experience with similar projects will be highly regarded. Please include samples of your work, especially apps with similar functionality, when making your bid.",https://www.freelancer.co.id/projects/android/android-app-for-tangible-assets
Image Predictive Model Development,$250-750 USD,"I am looking for an experienced machine learning expert who can assist in developing a predictive model. The primary goal of this project is to leverage image data to create a predictive model.

Key project requirements:
- The project's main focus is on predictive modeling, especially with image and data inputs.
- I am particularly interested in the potential of this predictive model for applications such as forecasting, classification, or any other relevant predictive tasks.

Ideal skills and experience:
- Strong background in machine learning, particularly in predictive modeling.
- Proven experience working with image data in a predictive context.
- Ability to provide detailed project proposals, outlining your approach to this task.
- Prior work samples demonstrating your expertise in machine learning and predictive modeling will be highly appreciated, as well.",https://www.freelancer.co.id/projects/machine-learning/image-predictive-model-development
Predictive Modeling with Healthcare Data,$250-750 CAD,"As a healthcare professional, I am in need of an expert to set up predictive modeling using our database of healthcare data. An understanding of key healthcare data elements is critical for success in this project.

Ideal skills and experience:
- Robust understanding and implementation of machine learning algorithms and predictive modeling
- Demonstrated experience in Healthcare data analysis 
- Strong competency in statistical analysis, data mining and data presentation
- Proficiency in either Python, R or MATLAB (the platform for this project is flexible, as we have not decided on one yet). 

Responsibilities include the following: 
- Implement our healthcare data into a predictive model
- Test various machine learning algorithms for best results 
- Deliver a fully functioning predictive model 

Your ultimate goal will be to create a model that can accurately predict patterns within our healthcare data. Please include any relevant health sector work you've done as part of your proposal. Looking forward to your contributions!",https://www.freelancer.co.id/projects/data-mining/predictive-modeling-with-healthcare-data
Full-Stack OTA Travel Agency Development,$750-1500 USD,"I'm looking for a skilled full-stack developer to build me a comprehensive Online Travel Agency (OTA). 

Key Features:
- Flight Booking
- Hotel Booking
- Car Rental

Platforms:
- Web
- Both iOS and Android for mobile

API Integrations:
- Payment Gateways
- Travel Information Providers

I'm seeking a professional who can deliver a highly functional, user-friendly, and aesthetically pleasing OTA platform. The candidate should have a strong background in full-stack development, with prior experience in OTA or E-commerce development being highly beneficial. 

Key Deliverables:
- A seamless and secure booking system
- A visually appealing and responsive website
- A well-integrated mobile app
- Successful integration with payment gateways and travel information providers

Ideal Skills:
- Full-Stack Development
- OTA Development
- E-commerce Experience
- Payment Gateway Integration
- Mobile App Development (iOS and Android)
- API Integration

Your bid should include past projects that demonstrate your expertise in these areas.",https://www.freelancer.co.id/projects/full-stack-ota-travel-agency
NLP Consultant/Developer,$250-750 USD,"We are seeking a skilled and experienced NLP Consultant/Developer to join our team in developing an AI-based phone call system. The ideal candidate will have a strong background in Natural Language Processing (NLP), machine learning, and software development.

Responsibilities

System Design and Development:

Design and implement the architecture of the AI-based phone call system.
Develop NLP models for speech recognition, intent recognition, and natural language understanding.
Integrate NLP models with telephony systems and appointment management systems.

Model Training and Optimization:

Collect and preprocess data to train NLP models.
Train and fine-tune models for specific tasks such as entity recognition, sentiment analysis, and dialogue management.
Optimize models for performance and accuracy in a real-time environment.

Software Integration:

Integrate the NLP models with backend systems, databases, and APIs for appointment management.
Ensure seamless interaction between the AI system and users via phone calls.
Implement security and privacy measures to protect user data.",https://www.freelancer.co.id/projects/software-architecture/nlp-consultant-developer
Cross-Platform Educational App Development,$3000-5000 USD,"I require an adept freelancer to undertake the task of developing an educational app compatible with both iOS and Android platforms.

Skills and Experience:
- Proven expertise in cross-platform app development 
- Familiarity with educational app features
- Ability to craft intuitive user interfaces for students of all ages
- Capacity to implement effective learning tools within app functionality

Details:
- The core aim of the app is to facilitate an engaging and seamless learning experience that houses both medium (~10 min video) and long form (1 hour+ content)
- No strict deadline. Quality precedes speed. Your attention to detail and inclination towards developing a user-friendly product will be highly valued.",https://www.freelancer.co.id/projects/iphone-app-development/cross-platform-educational-app-38202646
Multifunctional App for iOS and Android,$750-1500 USD,"As the visionary behind this project, I am seeking mobile development specialists that can produce a cross-platform app available on both iOS and Android. Key aspects to keep in mind include:

Design Style: Adopt a minimalistic design approach. Simplicity is the key here, focusing on intuitive usage and user-friendly interface. 

Core Functionalities:
• In-app purchases - Implement a secure and seamless transaction system
• User authentication - Incorporate robust user authentication protocols to ensure a secure environment for user profiles.

Ideal professionals should demonstrate experience in cross-platform mobile development, a remarkable portfolio reflecting a minimalistic design aesthetic, and a proven track record of integrating the functionalities named above. Your bid should reflect your ability to deliver on these specifications.",https://www.freelancer.co.id/projects/mobile-app-development/multifunctional-app-for-ios-android
TikTok Shop Designer & Monetization Expert,$10-40 USD,"I'm looking for a skilled professional who can help me set up and optimize my TikTok Creator Shop. 

The primary goal of the shop is to sell products and services to the aforementioned target audience. 

-TikTok Creator Shop setup and monetization.

- create a tiktok creator shop/store, monetized and ready for uploads of video that i will create using A.I In order to sale products.
-Username & Password 
- Access to The Creator Rewards Program From from here in the u.s

for example:
[login to view URL]",https://www.freelancer.co.id/projects/php/tiktok-shop-designer-monetization-expert
WordPress Integration Middleware Developer Needed,$25-50 AUD / hour,"We're seeking an expert WordPress backend and middleware developer with a minimum of 10 years of experience in developing complex custom WordPress APIs and a deep understanding of MySQL within the WordPress environment.

*Requirements:*

- 10+ years of experience in WordPress development
- Advanced English skills (written and spoken)
- Expertise in:
    - WordPress backend development
    - Middleware development
    - Custom WordPress API development
    - MySQL database management within WordPress
- Strong understanding of WordPress core functionality and architecture
- Experience with WordPress plugins and themes development
- Excellent problem-solving skills and attention to detail

*Responsibilities:*

- Develop complex custom WordPress APIs
- Design and implement middleware solutions
- Optimize MySQL database performance within WordPress
- Collaborate with our team to deliver high-quality solutions

*Note:*

- Please only apply if you meet the minimum requirements.
- Share your portfolio and relevant experience in your proposal.
- We'll conduct a technical interview to assess your skills.",https://www.freelancer.co.id/projects/wordpress/wordpress-integration-middleware
Intermediate Python Functions and Modules,$10-100 USD,"I'm in need of a proficient Python developer that can assist me with a series of intermediate-level quizzes and a corresponding project based on Functions and Modules. The deadline for this project is within the next 24 hours. 

Ideal Skills and Experience for this job:
- Proficient in Python, specifically in Functions and Modules
- Experience in teaching or tutoring Python would be a plus
- Efficient, as the tasks must be completed within a day

Please note that I haven't specified a preference for how the solutions are documented, so feel free to use your discretion.",https://www.freelancer.co.id/projects/python/intermediate-python-functions-modules
marketplace project will be carried out,$750-1500 USD,marketplace project will be carried out,https://www.freelancer.co.id/projects/php/marketplace-project-will-carried-out
Interactive Crypto P2E Game Development on Base,$750-1500 USD,"In need of a proficient game developer to create a crypto play-to-earn (P2E) game primed for both PC and mobile (iOS/Android). Pokemon style graphics and simple yes/no interactions with player and npc.

Key Project Features:
- Crypto functionalities integration: Centrally, the game should be able to read wallet tokens, and award players with airdrops based on random spins.
- Cross-platform compatibility: The game must operate smoothly on both PC and mobile platforms.
- Must be able to integrate Base network tokens and al Major EVM Wallets 

Ideal Candidate Profile:
- Experienced in P2E game development.
- Game development
- Familiarity with blockchain technology and crypto transactions.
- Strong ability in designing for cross-platform compatibility.
- Dedicated, inventive, and punctual.",https://www.freelancer.co.id/projects/game-development/interactive-crypto-game-development-base
Android App Development with AI Integration,$1500-3000 USD,"I am seeking to create a mobile app aiming to improve user productivity. For this, I need a team of professionals who have mastery over Android app development, specifically integrating AI technology, and a keen eye for UX/UI design. 

Skills & Experience:
- Proficient in Android App Development
- Expertise in AI engineering and integration 
- Comprehensive knowledge and experience in UX/UI design 

Ideal freelancers should include their past work related to mobile app development, AI engineering and integration, and UX/UI designs in their application. This project demands creativity and accuracy, and your prior experience will help us understand if you can deliver what we are looking for.",https://www.freelancer.co.id/projects/graphic-design/android-app-development-with-integration
Cross-Platform Digital Communication App Development,$15-25 USD / hour,"I'm looking to develop a cross-platform app (iOS, Android, and Web) for digital communication, primarily focusing on messaging and email client functionalities. 

Key Features:
- Messaging Capabilities: Users should be capable of sending and receiving text messages in real-time.
- Email Client Integration: The app should facilitate easy access to send, receive, and read emails via an integrated email client.

Ideal Skills/Experience for the Job:
- Comprehensive knowledge and experience in React Native App Development
- Experience in developing cross-platform applications for iOS, Android, and Web
- Demonstrated capability in implementing messaging functionalities
- Previous experience with email client integration in similar communication apps
- Strong understanding of information security and data privacy practices

Availability for regular updates and discussion throughout the development process is desired. Only applicants with a relative portfolio and proven experience should apply.",https://www.freelancer.co.id/projects/javascript/cross-platform-digital-communication-app
Cross-Platform Salah App Developer Wanted,$30-250 USD,"I want to buy your comprehensive Salah (prayer) app for both Android and iOS.

Key Features:
- Prayer Times Notification: The app should provide accurate prayer times and send push notifications for each prayer.
- Qibla Direction Finder: Integration of a reliable Qibla compass to help users determine the direction of the Kaaba in Mecca.
- Islamic Calendar: An inbuilt Islamic calendar showing important dates and events in the Islamic year.


If you can meet these requirements and are confident in delivering a smooth, user-friendly app, I'd love to discuss this project with you.",https://www.freelancer.co.id/projects/iphone-app-development/cross-platform-salah-app-developer
Convert App native to React Native,$30-250 USD,"I currently have an application on both Native Android and IOS (Swict) that is used to verify tickets for events but I want to convert it to React Native

It's simple, it works with an API from my Laravel for all processes.",https://www.freelancer.co.id/projects/android/convert-app-native-react-native
Mobile Gaming App Developer Needed,₹37500-75000 INR,"As the visionary for this project, I need a talented developer to create a duplicate Rummy Game app forbring my.

Applicants with experience in the gaming industry will be given priority. I look forward to bringing this project to reality with your help!",https://www.freelancer.co.id/projects/iphone-app-development/mobile-gaming-app-developer-needed
Advanced Route Management App for Trucking,$10000-20000 USD,"Attention: Do not submit your generic Proposals text!!! 
This project has a required format of Proposals.  
If wrong format is submitted the proposal will be sent in spam automatically. 
If you already sent that generic proposal text : recall and resubmit with correct format.


Overview:
We are developing an innovative app for the trucking industry, specifically designed for drivers transporting oversized cargo. The app aims to streamline the route management process by providing a user-friendly interface for drivers to upload permits, receive visual route maps, and navigate through specified routes with ease.

Key Features:

Driver Interface:

Account Creation: Users can create and manage their profiles.
Order Management: Drivers can create new orders, upload permits, and manage multiple files within an order.
Balance Requirement: Ensure a minimum balance of $25 before permit upload to prevent spam.
Truck Profile: Ability to create and save multiple truck profiles, specifying length, width, height, weight, and number of axles. Users can switch between profiles as needed.
GPS Navigation: Integrated GPS with route maps displaying multiple pins. Automatic deletion of pins as destinations are reached. Display of bridge clearances, truck stops, and ports of entry.

Admin Dashboard:

Order Management: Track and manage orders with statuses such as pending, route uploaded, and verified.
Route Creation and Approval: Representatives can create routes by placing via points, but a separate person must approve. Approval workflow includes the ability to request revisions.

Performance Tracking: Detailed statistics on user performance, including routes created and approved per hour and per shift.

Backend Services:

OCR Integration: Transcribe uploaded permit files into text for comparison and management.
Data Integration: Scrape and integrate data for bridge clearances, truck stops, and ports of entry.
Payment Gateway: Integration with Stripe for managing user balances and storing credit card information.

Technical Requirements:

Frontend Development:

Framework: React.js
User Interface: Design must be user-friendly and intuitive, suitable for users aged 40-50.
Responsive Design: Ensure compatibility across various devices and screen sizes.

Backend Development:

Framework/Language: To be decided in collaboration with the development team.
Database: Robust database management for storing user profiles, permits, routes, and other critical data.
APIs: Development of APIs for GPS navigation, route management, and data integration.

Integration and Deployment:

Payment Gateway: Integration with Stripe for secure transactions.
Data Scraping: Implement solutions to gather and update data on bridge clearances, truck stops, and ports of entry.
OCR Technology: Use reliable OCR technology for transcribing permit files.
Cloud Services: Decide on suitable cloud services for hosting and managing the application.

Security and Compliance:

Data Protection: Ensure compliance with data protection regulations.
Secure Transactions: Implement secure methods for handling payments and storing sensitive information.

Project Timeline:
Phase 1: Requirements gathering and initial design 
Phase 2: Frontend and backend development
Phase 3: Integration and testing 
Phase 4: Deployment and user training 

Team Requirements:
Frontend Developers: Expertise in React.js, responsive design, and user interface development.
Backend Developers: Experience in API development, database management, and backend frameworks.
Full-Stack Developers: Proficient in both frontend and backend technologies.
DevOps Engineers: Skilled in cloud services, deployment, and maintaining application uptime.
QA Engineers: Focus on testing, bug identification, and ensuring application stability.
UI/UX Designers: Specialized in creating user-friendly interfaces tailored to the target audience.

Application Process:
Interested development teams should provide a detailed proposal outlining their approach, technologies to be used, previous experience with similar projects, and a timeline for completion. 
Please include any relevant case studies or references.

Submit your proposals.
Must include the estimated time for each Phase  in order to be considered a valid entry.
Must Include technologies to be used.
Must include previous work samples related to GPS app.
Must include team size that will be involved in this project if we move forward. 

Proposals with wrong format will receive 1 star and hidden will not be read again. 
If you submitted wrong format / resubmit again with correct format.",https://www.freelancer.co.id/projects/android/advanced-route-management-app-for
Dutch E-commerce App Development combined with maps functionalities: iOS & Android,€8-50 EUR / hour,"I'm in need of a proficient app developer (full stack) who can create an e-commerce application for both iOS and Android platforms. 

Key Features: 

- The app needs to include detailed product listings, allowing users to conveniently browse and understand our offerings. 
- Integration of Google Maps functionalities is also required, ensuring seamless location-oriented services. 

Ideal Skills and Experience:

- Proven experience in iOS and Android app development.
- A strong understanding of the e-commerce space, with previous work on similar apps. 
- Experience with Google Maps APIs integration is a must. 

I'm looking forward to partnering with a detail-oriented and creative app developer who can turn this vision into a seamless and intuitive user experience.",https://www.freelancer.co.id/projects/iphone-app-development/dutch-commerce-app-development-combined
Small-Scale Construction Project Scheduling Software,$30-250 USD,"I'm looking for an expert software developer who can build a scheduling software specifically designed for my small-scale construction company. 

Key Features Required:
- The software should have the ability to integrate seamlessly with project management software.
- Automated reminders for upcoming tasks are mandatory. 

Platform Compatibility:
- The software developed should be Windows-compatible and should also work on mobile devices (iOS/Android) for better access on the construction site or while on the go. 

Ideal Candidate:
- You should have experience in creating scheduling software for the construction industry.
- Knowledge of project management software is required.
- Proficiency in cross-platform software development (specifically Windows, iOS and Android) is a plus.",https://www.freelancer.co.id/projects/php/small-scale-construction-project
AI Digital Influencer with Voice Chat,$750-1500 USD,"We are looking for a skilled developer to create an AI girlfriend with advanced features. The AI girlfriend should have the ability to chat on WhatsApp and send voice notes in future phases. The primary objective is to create a virtual girlfriend experience for users, complete with pictures and chat capabilities. The ideal candidate will have experience in AI development, natural language processing, and chatbot development. Attention to detail and a creative mindset are essential for this project. If you are passionate about AI and want to create an innovative virtual girlfriend, we would love to hear from you!

The girl needs to be created so we can also post her on Instagram and become a Digital Influencer.

Skills needed:

- AI development
- Natural language processing
- Chatbot development",https://www.freelancer.co.id/projects/artificial-intelligence/digital-influencer-with-voice-chat
Android TV App for App Cache & Data Control,$250-750 USD,"I'm looking for an experienced Android developer to create an app for Android TV. The main features I need are:

- Clear Cache and Data: The app should have the ability to clear cache and data of other apps, particularly popular streaming services such as YouTube, Netflix, and Disney+. This feature should be accessible and controllable remotely.
- Remote Control Functionality: Users should be able to command the cache and data clearing of a specific app remotely.
- Compatibility: The app should be compatible with every version of Android TV or Google TV.

The primary goal of this app is to provide easy remote management of apps installed on Android TV. It should enhance user control over app data and cache, ultimately improving device performance.

Ideal skills and experience for this project include:
- Proficiency in Android app development
- Experience with remote control functionality in Android TV apps
- Knowledge of app cache and data management
- Familiarity with compatibility issues in Android TV versions",https://www.freelancer.co.id/projects/android/android-app-for-app-cache
Python-Based Posture and Face recognition - 08/06/2024 11:54 EDT,$30-250 USD,"I'm in need of a skilled deep learning engineer with solid experience in Python and expertise in posture and face recognition Your job will involve:

- Developing a solution for posture detection and face recognition.
- Collecting and recording data related to the detected postures into a CSV file. 

 These are just an example papers 
 [login to view URL] 

Some code:
[login to view URL]
[login to view URL]
[login to view URL]
[login to view URL]


1). **Moved Left/Moved Right:**
    - Implement modules to detect instances where individuals in the video move left or right, capturing directional movements.


2) **Standing/Sitting Detection:**
    - Develop classifiers to distinguish between instances where individuals are standing or sitting in a group of 10 to 15 people.

Required Example output CSV File:
https://docs.google.com/spreadsheets/d/1CvlGC-ErWaBb4ub0KhYFLbi5heCoSqTfWtzw4fqujts/edit#gid=0


Familiarity with image processing libraries and strong skills in Python are crucial, as the solution will be implemented in this language. Prior experience with similar projects is a plus. The ability to ensure accurate, thorough data collection is critical for the success of the project.",https://www.freelancer.co.id/projects/data-processing/python-based-posture-face-recognition
Emotion-Detecting Mental Health Journal App,₹600-1500 INR,"I'm looking for a skilled developer who can build an innovative mental health journal app that is capable of detecting emotions through voice using machine learning technology and methods. While the specific ML model is yet to be selected, any potential freelancer must demonstrate deep familiarity with ML models for voice-based emotion detection. 

In terms of features, the app must include but not limited to:

- Mood Tracking: This feature should allow users to track mood through audio(using machine learning)

- Journaling: A secure space for users to write and keep their daily thoughts and experiences. 

Please note that platforms for deployment haven't been decided yet, applicants that have experience in multi-platform development may be preferred.

Ideal candidates should have strong experience developing health-related apps, integrating ML models in app development, and a portfolio demonstrating their expertise on similar projects.",https://www.freelancer.co.id/projects/android/emotion-detecting-mental-health-journal
Develop a chess game,$250-750 USD,"What's up people,

Need someone to develop an original chess game (online), with a little special effects.

When the game starts, you can see and talk to your opponent via video live.

My budget is set below, but feel free to give me your proposal and we can discuss and find a middle ground.

Please attach games you developed so far.",https://www.freelancer.co.id/projects/web-application/develop-chess-game
Android App Development with Machine Learning speech recognition feature using cnn,₹600-1500 INR,"I am looking for a proficient developer with a strong background in Android app development and machine learning, specifically supervised learning. This project requires the application of supervised learning techniques to achieve the desired results. 

Skills and Experience:
- Proven experience in Android app development
- Extensive knowledge of and experience in implementing supervised machine learning techniques 
- A strong understanding of how to integrate machine learning into mobile applications

Your task will be to create an Android application incorporating supervised learning. I'm open to discussing further specifics and looking forward to your bids.",https://www.freelancer.co.id/projects/android/android-app-development-with-machine
Dynamic App Interface Designer Needed,€250-750 EUR,"I am on the hunt for a creative app designer to design the interface for an information sharing app, optimized for both iOS and Android platforms. I would like for the designer to come up with engaging design suggestions that are easy-to-follow, attractive, and user-friendly for a mvp. Your experience and portfolio with app interface design will be crucial for this project; a demonstrated understanding of interactive, mobile first design and a keen eye for detail is highly desirable. The successful candidate will need to:
- Generate design concepts for an information-sharing feature 
- Optimize designs for both iOS and Android
Your portfolio of previous work would be greatly beneficial during the selection process. Looking forward to seeing your incredible designs.",https://www.freelancer.co.id/projects/mobile-app-development/dynamic-app-interface-designer-needed
Comprehensive Mobile Phone Support,£20-250 GBP,"I am in need of an experienced technician to provide all-around assistance with my Android device. This includes:

- Troubleshooting: Identifying and fixing recurrent issues. Expertise in Android OS is a must.
- App installation and setup: Setting up various applications efficiently. Knowledge in different app genres is valued.
- Device configuration: Assisting me in personalizing my device settings, optimally utilizing its functionalities.
- Handling SIMs: Guidance in managing multiple SIM cards. The ideal candidate will be familiar with a variety of telecom service providers.
- Using mobiles abroad: Providing advice on the best practices and resources to use mobile services internationally.

The primary focus would be on device configuration, SIM management and strategies for using mobiles abroad. Your background should indicate considerable experience and success in these areas. The goal is a smooth, hassle-free mobile experience devoid of typical technical glitches.",https://www.freelancer.co.id/projects/android/comprehensive-mobile-phone-support
Python Developer for Excel File Data Extraction,$8-15 USD / hour,"I'm in need of a proficient Python developer who can design functions enabling automation of data entry tasks. The job involves extracting rules and descriptions from Excel files, with varying types of data including both numerical and textual. 

Ideal skills and experience:
- Expertise in Python
- Experience with Excel and automating data entry
- Understanding of diverse types of data, both numerical and textual

This is the type of services I am looking for:

You must use the Excel file ""[login to view URL]"", available on the following website : [login to view URL]
The ""Bilateral [login to view URL]"" which uses the same format, should also be supported by your solution :
[login to view URL]


With these files, you must provide a way (the best would be a python function), from a heading number and an origin country, to get :
- a description (for example with a getDescription(heading_number,origin_country) function)
- a list of rules (there can be more than one rule per description), which give the preferential origin status (for example a getRules(heading_number,origin_country) function )

Consider the following example :
[login to view URL]
A call to getDescription(2007,Georgia) should return ""Jams, fruit jellies, marmalades, fruit or nut purée and fruit or nut pastes, obtained by cooking, whether or not containing added sugar or other sweetening matter""
A call to getRules(2007,Georgia) should return ""Manufacture from materials of any heading, except that of the product, and in which the value of all the materials of Chapter 17 used does not exceed 30 % of the ex-works price of the product""

However, the biggest challenge is the irregularity of the input files

Consider another example :
[login to view URL]

A call to getDescription(2008,Ecuador) should not directly return the description, but ask for a choice between the 3 possibles descriptions, that is  :
- ""Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included: Prepared or conserved palm hearts""
- ""Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included: Prepared or conserved palm hearts : Mixtures""
- ""Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included: Prepared or conserved palm hearts : Other""

The way to do this is left to be specified, but should be as simple an effort free as possible for the end user of getDescription.
In a similar way, a call to getRules(2008,Ecuador) shoud ask for a choice between the 3 possibles rules, which are directly related to the chosen description, that is :
- ""Manufacture in which all materials used are classified within a chapter other than that of the product, except for those of Chapter 12""
- ""Manufacture in which all materials used are classified within a chapter other than that of the product, except for those of Chapters 7""
- ""Manufacture in which all materials used are classified within a chapter other than that of the product provided that the value of all materials used does not exceed 50% of the ex–works price of the product""

In these files, there are a lot of irregularities of this kind. We are also asking for an exhaustive list of theses irregularities. For each of them, a solution should be proposed in a way that the end user of getDescription and getRule should have to make as little effort as possible, while getting the informations in the file in a reliable way.",https://www.freelancer.co.id/projects/python/python-developer-for-excel-file
Android App Testing for Performance,₹600-1500 INR,"I'm looking for 20 experienced testers to help me ensure that an app meets the required performance standards before it goes public on the Play Store. 

Key Responsibilities:
- Test the app on various Android smartphones
- Focus specifically on the latest Android version
- Identify and report any performance issues
- Provide detailed and actionable feedback

Ideal freelancers for this project should have:
- Proven experience in Android app testing
- Knowledge of the latest Android version
- Ability to communicate issues clearly and constructively
- Attention to detail and thoroughness in testing

Your feedback and insights will be invaluable in making this app a success. Looking forward to working with you.",https://www.freelancer.co.id/projects/android/android-app-testing-for-performance
